PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,year,year_str
Rudy Fernandez,POR,78,25.6,10.4,3.4,8.1,42.5,2.0,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2.0,0.9,0.2,1.1,10.1,2008-01-01,2008
Matt Barnes,PHX,77,27.0,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,1.0,4.4,5.5,2.8,0.7,0.3,1.7,12.3,2008-01-01,2008
Quentin Richardson,NYK,72,26.3,10.2,3.6,9.3,39.3,1.7,4.6,36.5,1.2,1.6,76.1,1.0,3.4,4.4,1.6,0.7,0.1,1.0,9.9,2008-01-01,2008
Craig Smith,MIN,74,19.7,10.1,3.9,6.9,56.2,0.0,0.0,0.0,2.3,3.4,67.7,1.3,2.5,3.8,1.1,0.4,0.3,1.4,10.1,2008-01-01,2008
Andray Blatche,WAS,71,24.0,10.0,4.2,8.9,47.1,0.1,0.3,23.8,1.6,2.3,70.4,1.8,3.5,5.3,1.7,0.7,1.0,1.6,11.8,2008-01-01,2008
Mario Chalmers,MIA,82,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,2.0,0.1,2.0,12.5,2008-01-01,2008
Derek Fisher,LAL,82,29.8,9.9,3.6,8.4,42.4,1.5,3.7,39.7,1.3,1.6,84.6,0.3,2.0,2.3,3.2,1.2,0.1,0.9,10.7,2008-01-01,2008
Linas Kleiza,DEN,82,22.2,9.9,3.5,7.9,44.7,1.1,3.3,32.6,1.8,2.5,72.5,1.1,2.9,4.0,0.8,0.4,0.2,1.0,9.2,2008-01-01,2008
Mike Miller,MIN,73,32.3,9.9,3.6,7.5,48.2,1.2,3.1,37.8,1.5,2.0,73.2,1.0,5.6,6.6,4.5,0.4,0.4,2.0,15.4,2008-01-01,2008
Sebastian Telfair,MIN,75,27.9,9.8,3.6,9.3,38.3,1.0,2.8,34.6,1.7,2.1,81.9,0.4,1.3,1.7,4.6,1.0,0.2,1.9,9.2,2008-01-01,2008
Keyon Dooling,NJN,77,26.9,9.7,3.4,7.8,43.6,1.3,3.1,42.1,1.6,2.0,82.5,0.3,1.7,2.0,3.5,0.9,0.1,1.4,10.2,2008-01-01,2008
Michael Finley,SAS,81,28.8,9.7,3.7,8.5,43.7,1.6,3.9,41.1,0.6,0.8,82.3,0.3,3.0,3.3,1.4,0.5,0.2,0.8,9.4,2008-01-01,2008
Luke Ridnour,MIL,72,28.2,9.6,3.5,8.6,40.3,0.8,2.2,35.0,1.8,2.1,86.9,0.5,2.6,3.0,5.1,1.3,0.2,1.8,11.9,2008-01-01,2008
C.J. Watson,GSW,77,24.5,9.5,3.3,7.3,45.7,0.6,1.6,40.0,2.2,2.5,87.0,0.5,2.0,2.5,2.7,1.2,0.1,1.2,10.5,2008-01-01,2008
Daequan Cook,MIA,75,24.4,9.1,3.2,8.6,37.5,2.0,5.3,38.7,0.7,0.7,87.5,0.3,2.3,2.5,0.9,0.5,0.1,0.6,7.2,2008-01-01,2008
CJ Miles,UTA,72,22.5,9.1,3.6,7.8,45.9,0.9,2.5,35.2,1.1,1.2,87.6,0.6,1.7,2.3,1.5,0.6,0.2,0.9,8.5,2008-01-01,2008
Kyle Korver,UTA,78,24.0,9.0,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,0.4,2.9,3.3,1.8,0.6,0.4,1.2,9.7,2008-01-01,2008
Jason Kidd,DAL,81,35.6,9.0,3.2,7.6,41.6,1.6,4.0,40.6,1.1,1.3,81.9,1.0,5.1,6.2,8.7,2.0,0.5,2.3,19.3,2008-01-01,2008
James Posey,NOH,75,28.5,8.9,2.9,7.0,41.2,1.5,4.2,36.9,1.6,1.9,82.2,0.5,4.3,4.8,1.1,0.8,0.3,1.1,10.4,2008-01-01,2008
Trevor Ariza,LAL,82,24.4,8.9,3.3,7.3,46.0,0.7,2.3,31.9,1.5,2.1,71.0,1.4,2.9,4.3,1.8,1.7,0.3,1.1,11.3,2008-01-01,2008
Jarvis Hayes,NJN,74,24.8,8.7,3.5,7.8,44.5,1.3,3.3,38.5,0.5,0.7,69.2,0.4,3.2,3.6,0.7,0.7,0.1,0.7,8.6,2008-01-01,2008
Anderson Varejao,CLE,81,28.5,8.6,3.3,6.2,53.6,0.0,0.0,0.0,1.9,3.1,61.6,2.0,5.1,7.2,1.0,0.9,0.8,1.0,13.4,2008-01-01,2008
Eddie House,BOS,81,18.3,8.5,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,0.1,1.8,1.9,1.1,0.8,0.1,0.7,7.8,2008-01-01,2008
Kendrick Perkins,BOS,76,29.6,8.5,3.6,6.3,57.7,0.0,0.0,0.0,1.3,2.1,60.0,2.7,5.5,8.1,1.3,0.3,2.0,2.2,14.5,2008-01-01,2008
Brandon Bass,DAL,81,19.4,8.5,3.1,6.3,49.6,0.0,0.1,0.0,2.2,2.6,86.7,1.6,2.9,4.5,0.5,0.3,0.7,1.1,10.0,2008-01-01,2008
Willie Green,PHI,81,22.6,8.5,3.5,8.1,43.5,0.6,2.0,31.7,0.8,1.0,72.9,0.4,1.2,1.6,2.0,0.7,0.2,0.8,7.1,2008-01-01,2008
Courtney Lee,ORL,77,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,1.0,0.2,0.9,8.1,2008-01-01,2008
Charlie Bell,MIL,70,25.5,8.4,3.1,7.5,41.4,1.2,3.4,36.3,0.9,1.1,82.5,0.5,1.5,1.9,2.2,0.7,0.1,1.1,7.6,2008-01-01,2008
Matt Bonner,SAS,81,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44.0,0.2,0.3,73.9,1.2,3.6,4.8,1.0,0.6,0.3,0.5,11.0,2008-01-01,2008
Nick Collison,OKC,71,25.8,8.2,3.4,6.0,56.8,0.0,0.0,0.0,1.4,1.9,72.1,2.5,4.3,6.9,0.9,0.7,0.7,1.0,13.3,2008-01-01,2008
Jason Kapono,TOR,80,22.9,8.2,3.3,7.6,43.2,1.2,2.9,42.8,0.4,0.5,81.0,0.3,1.7,2.0,1.3,0.3,0.0,0.9,6.6,2008-01-01,2008
Brandon Rush,IND,75,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1.0,7.4,2008-01-01,2008
Bobby Simmons,NJN,71,24.4,7.8,2.8,6.2,44.9,1.6,3.7,44.7,0.6,0.8,74.1,1.0,2.9,3.9,1.3,0.7,0.1,0.9,9.4,2008-01-01,2008
Daniel Gibson,CLE,75,23.9,7.8,2.7,7.0,39.1,1.4,3.8,38.2,0.9,1.1,76.7,0.4,1.7,2.1,1.8,0.6,0.2,0.8,7.1,2008-01-01,2008
J.J. Barea,DAL,79,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,0.5,1.8,2.2,3.4,0.5,0.1,1.3,8.4,2008-01-01,2008
Marreese Speights,PHI,79,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,8.7,2008-01-01,2008
Leon Powe,BOS,70,17.5,7.7,2.5,4.8,52.4,0.0,0.0,0.0,2.6,3.8,68.9,2.1,2.9,4.9,0.7,0.3,0.5,1.1,9.6,2008-01-01,2008
Joey Graham,TOR,78,19.8,7.7,3.0,6.2,48.1,0.0,0.2,18.8,1.7,2.1,82.5,1.2,2.5,3.7,0.6,0.4,0.2,0.9,8.1,2008-01-01,2008
Kyle Lowry,HOU,77,21.8,7.6,2.5,5.6,43.5,0.3,1.3,25.5,2.4,2.9,80.1,0.3,2.1,2.5,3.6,0.9,0.2,1.5,9.4,2008-01-01,2008
Bobby Jackson,SAC,71,20.9,7.5,2.7,6.8,39.8,0.8,2.8,30.5,1.2,1.4,85.1,0.6,2.2,2.8,2.0,0.9,0.1,0.9,8.0,2008-01-01,2008
Darius Songaila,WAS,77,19.8,7.4,3.2,5.9,53.2,0.0,0.0,0.0,1.0,1.2,88.9,1.0,2.0,2.9,1.2,0.8,0.3,1.0,8.7,2008-01-01,2008
Luc Mbah a Moute,MIL,82,25.8,7.2,2.8,6.0,46.2,0.0,0.0,0.0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.1,0.5,1.2,10.8,2008-01-01,2008
Jamario Moon,MIA,80,25.9,7.2,2.8,5.9,46.8,0.8,2.3,35.5,0.9,1.0,85.0,0.7,3.8,4.6,1.2,1.1,0.8,0.5,11.0,2008-01-01,2008
Maurice Evans,ATL,80,23.0,7.2,2.6,6.0,43.2,1.2,3.1,39.5,0.8,0.9,82.2,1.1,1.9,3.0,0.7,0.6,0.1,0.5,7.5,2008-01-01,2008
Roy Hibbert,IND,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,7.9,2008-01-01,2008
Wally Szczerbiak,CLE,74,20.6,7.0,2.4,5.4,45.0,0.9,2.3,41.1,1.2,1.4,84.9,0.6,2.6,3.1,1.1,0.4,0.1,0.7,7.8,2008-01-01,2008
Glen Davis,BOS,76,21.5,7.0,2.6,5.9,44.2,0.0,0.1,40.0,1.7,2.3,73.0,1.6,2.4,4.0,0.9,0.7,0.3,0.9,7.9,2008-01-01,2008
Steve Novak,LAC,71,16.4,6.9,2.5,5.6,44.4,1.7,4.0,41.6,0.3,0.3,91.3,0.3,1.5,1.8,0.6,0.3,0.1,0.3,6.2,2008-01-01,2008
Vladimir Radmanovic,CHA,78,18.5,6.9,2.5,6.0,42.1,1.3,3.4,40.1,0.6,0.7,74.1,0.6,2.3,2.8,1.0,0.6,0.2,1.3,6.7,2008-01-01,2008
Rasho Nesterovic,IND,70,17.3,6.8,3.2,6.2,51.3,0.0,0.0,0.0,0.4,0.5,78.1,1.3,2.1,3.4,1.6,0.4,0.5,0.9,8.7,2008-01-01,2008
Joakim Noah,CHI,80,24.2,6.7,2.6,4.7,55.6,0.0,0.0,0.0,1.5,2.3,67.6,3.1,4.5,7.6,1.3,0.6,1.4,1.0,13.8,2008-01-01,2008
JaVale McGee,WAS,75,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.4,1.0,0.8,8.0,2008-01-01,2008
Samuel Dalembert,PHI,82,24.8,6.4,2.6,5.3,49.8,0.0,0.0,0.0,1.1,1.5,73.4,2.6,5.9,8.5,0.2,0.4,1.8,1.4,12.8,2008-01-01,2008
Chris Andersen,DEN,71,20.6,6.4,2.3,4.1,54.8,0.0,0.1,20.0,1.8,2.5,71.8,2.3,3.9,6.2,0.4,0.6,2.5,1.0,12.5,2008-01-01,2008
Zaza Pachulia,ATL,77,19.1,6.2,2.1,4.2,49.7,0.0,0.0,0.0,2.1,3.0,70.9,2.2,3.4,5.7,0.7,0.5,0.3,1.2,9.3,2008-01-01,2008
Jeff Foster,IND,74,24.7,6.1,2.4,4.8,50.1,0.0,0.1,28.6,1.3,2.0,65.8,2.9,4.0,6.9,1.8,0.7,0.7,1.2,11.9,2008-01-01,2008
Ronny Turiaf,GSW,79,21.5,5.9,2.4,4.6,50.8,0.0,0.0,0.0,1.2,1.6,79.0,1.1,3.4,4.6,2.1,0.4,2.1,0.9,11.7,2008-01-01,2008
Jason Maxiell,DET,78,18.1,5.8,2.4,4.1,57.5,0.0,0.0,0.0,1.1,2.0,53.2,2.2,2.0,4.2,0.3,0.3,0.8,0.6,8.1,2008-01-01,2008
Sasha Vujacic,LAL,80,16.2,5.8,1.9,5.0,38.7,1.0,2.8,36.3,0.9,1.0,92.1,0.2,1.5,1.7,1.4,1.0,0.1,0.4,6.3,2008-01-01,2008
George Hill,SAS,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1.0,6.1,2008-01-01,2008
Erick Dampier,DAL,80,23.0,5.7,2.3,3.5,65.0,0.0,0.0,0.0,1.1,1.8,63.8,2.7,4.4,7.1,1.0,0.3,1.2,0.9,12.4,2008-01-01,2008
Darrell Arthur,MEM,76,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,7.9,2008-01-01,2008
Joel Przybilla,POR,82,23.8,5.5,2.0,3.3,62.5,0.0,0.0,0.0,1.4,2.1,66.3,2.5,6.3,8.7,0.3,0.4,1.2,1.0,13.3,2008-01-01,2008
Dahntay Jones,DEN,79,18.1,5.4,1.9,4.3,45.8,0.1,0.2,64.7,1.4,1.9,72.8,0.7,1.4,2.1,1.0,0.6,0.2,0.9,5.7,2008-01-01,2008
Nicolas Batum,POR,79,18.4,5.4,2.0,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,1.1,1.7,2.8,0.9,0.6,0.5,0.6,7.0,2008-01-01,2008
Anthony Carter,DEN,78,22.9,5.3,2.1,4.9,43.3,0.3,1.1,23.9,0.7,1.0,73.1,0.5,2.1,2.6,4.7,1.2,0.2,2.0,8.9,2008-01-01,2008
Anthony Johnson,ORL,80,18.5,5.3,1.9,4.8,40.4,0.7,1.7,39.1,0.8,1.0,75.3,0.4,1.5,1.8,2.5,0.6,0.1,1.0,6.1,2008-01-01,2008
Arron Afflalo,DET,74,16.7,4.9,1.8,4.1,43.7,0.6,1.4,40.2,0.8,1.0,81.7,0.4,1.4,1.8,0.6,0.4,0.2,0.6,4.8,2008-01-01,2008
Tony Battie,ORL,77,15.6,4.8,2.1,4.2,48.9,0.0,0.1,22.2,0.7,1.1,65.9,1.2,2.4,3.6,0.4,0.3,0.3,0.6,6.4,2008-01-01,2008
Hilton Armstrong,NOH,70,15.6,4.8,2.0,3.5,56.1,0.0,0.0,0.0,0.9,1.4,63.3,1.2,1.6,2.8,0.4,0.4,0.6,1.1,5.8,2008-01-01,2008
Dominic McGuire,WAS,79,26.2,4.5,1.8,4.1,43.2,0.0,0.1,50.0,0.9,1.3,72.5,1.4,4.0,5.4,2.5,0.8,0.9,1.2,10.3,2008-01-01,2008
Sergio Rodriguez,POR,80,15.3,4.5,1.6,4.1,39.2,0.5,1.4,32.5,0.8,1.0,79.2,0.5,1.1,1.6,3.6,0.7,0.0,1.5,6.2,2008-01-01,2008
Kurt Thomas,SAS,79,17.8,4.3,1.9,3.8,50.3,0.0,0.0,0.0,0.5,0.6,82.2,1.7,3.4,5.1,0.8,0.4,0.7,0.5,8.9,2008-01-01,2008
Lou Amundson,PHX,76,13.7,4.2,1.8,3.3,53.6,0.0,0.0,0.0,0.7,1.6,44.2,1.7,1.9,3.6,0.4,0.4,0.9,0.7,6.3,2008-01-01,2008
Roko Ukic,TOR,72,12.4,4.2,1.7,4.5,38.0,0.2,0.9,17.7,0.6,0.8,73.3,0.4,0.7,1.0,2.1,0.4,0.0,0.8,3.9,2008-01-01,2008
Antonio Daniels,NOH,74,13.8,4.1,1.3,3.2,41.9,0.3,0.8,36.7,1.1,1.4,80.0,0.1,1.0,1.0,2.4,0.4,0.0,0.8,4.9,2008-01-01,2008
Mikki Moore,BOS,70,17.2,3.9,1.6,2.9,55.3,0.0,0.0,0.0,0.7,0.9,78.7,1.1,2.6,3.7,0.8,0.2,0.3,0.7,6.7,2008-01-01,2008
Reggie Evans,PHI,79,14.4,3.3,1.0,2.3,44.4,0.0,0.0,0.0,1.3,2.2,59.4,1.7,2.9,4.6,0.3,0.5,0.1,0.9,5.8,2008-01-01,2008
Royal Ivey,PHI,71,12.1,3.0,1.0,2.9,33.2,0.5,1.6,34.2,0.5,0.6,79.1,0.3,0.8,1.1,0.6,0.5,0.1,0.3,2.8,2008-01-01,2008
Bruce Bowen,SAS,80,18.8,2.7,1.0,2.3,42.2,0.5,1.2,42.9,0.2,0.3,53.8,0.2,1.6,1.8,0.5,0.5,0.2,0.3,3.8,2008-01-01,2008
Brevin Knight,UTA,74,12.7,2.4,0.9,2.6,34.9,0.0,0.1,0.0,0.6,0.9,75.0,0.2,1.0,1.2,2.6,0.9,0.1,0.9,4.4,2008-01-01,2008
DeSagana Diop,CHA,75,13.8,2.3,1.0,2.3,43.3,0.0,0.0,0.0,0.3,0.9,33.3,1.5,2.1,3.6,0.4,0.4,0.7,0.5,5.1,2008-01-01,2008
Chuck Hayes,HOU,71,12.1,1.3,0.6,1.6,37.2,0.0,0.1,0.0,0.1,0.3,36.8,1.0,2.5,3.5,0.6,0.5,0.3,0.4,4.6,2008-01-01,2008
Kevin Durant,OKC,82,39.5,30.1,9.7,20.3,47.6,1.6,4.3,36.5,9.2,10.2,90.0,1.3,6.3,7.6,2.8,1.4,1.0,3.3,28.0,2009-01-01,2009
LeBron James,CLE,76,39.0,29.7,10.1,20.1,50.3,1.7,5.1,33.3,7.8,10.2,76.7,0.9,6.4,7.3,8.6,1.6,1.0,3.4,32.4,2009-01-01,2009
Carmelo Anthony,DEN,69,38.2,28.2,10.0,21.8,45.8,0.9,2.7,31.6,7.4,8.9,83.0,2.2,4.4,6.6,3.2,1.3,0.4,3.0,23.3,2009-01-01,2009
Kobe Bryant,LAL,73,38.8,27.0,9.8,21.5,45.6,1.4,4.1,32.9,6.0,7.4,81.1,1.1,4.3,5.4,5.0,1.5,0.3,3.2,22.9,2009-01-01,2009
Dwyane Wade,MIA,77,36.3,26.6,9.3,19.6,47.6,0.9,3.2,30.0,6.9,9.1,76.1,1.4,3.5,4.8,6.5,1.8,1.1,3.3,25.1,2009-01-01,2009
Monta Ellis,GSW,64,41.4,25.5,9.9,22.0,44.9,1.2,3.6,33.8,4.6,6.1,75.3,0.7,3.3,4.0,5.3,2.2,0.4,3.8,20.0,2009-01-01,2009
Dirk Nowitzki,DAL,81,37.5,25.0,8.9,18.5,48.1,0.6,1.5,42.1,6.6,7.2,91.5,1.0,6.7,7.7,2.7,0.9,1.0,1.8,25.2,2009-01-01,2009
Danny Granger,IND,62,36.7,24.1,7.9,18.4,42.8,2.5,7.1,36.1,5.9,6.9,84.8,1.1,4.4,5.5,2.8,1.5,0.8,2.5,20.7,2009-01-01,2009
Chris Bosh,TOR,70,36.1,24.0,8.6,16.5,51.8,0.1,0.3,36.4,6.7,8.4,79.7,2.9,7.9,10.8,2.4,0.6,1.0,2.4,26.7,2009-01-01,2009
Amar'e Stoudemire,PHX,82,34.6,23.1,8.6,15.4,55.7,0.0,0.1,16.7,5.9,7.7,77.1,2.8,6.1,8.9,1.0,0.6,1.0,2.6,23.5,2009-01-01,2009
Joe Johnson,ATL,76,38.0,21.3,8.4,18.2,45.8,1.7,4.6,36.9,2.9,3.5,81.8,1.0,3.7,4.6,4.9,1.1,0.1,1.9,19.5,2009-01-01,2009
Derrick Rose,CHI,78,36.8,20.8,8.6,17.6,48.9,0.2,0.8,26.7,3.3,4.3,76.6,0.8,2.9,3.8,6.0,0.7,0.3,2.8,18.8,2009-01-01,2009
Zach Randolph,MEM,81,37.7,20.8,8.0,16.5,48.8,0.2,0.6,28.8,4.5,5.7,77.8,4.1,7.7,11.7,1.8,1.0,0.4,2.1,23.9,2009-01-01,2009
Stephen Jackson,CHA,81,38.6,20.6,7.4,17.5,42.3,1.6,4.9,32.8,4.2,5.4,77.9,1.0,4.0,5.0,3.7,1.6,0.5,3.2,16.9,2009-01-01,2009
David Lee,NYK,81,37.3,20.2,8.5,15.5,54.5,0.0,0.1,0.0,3.3,4.1,81.2,2.8,8.9,11.7,3.6,1.0,0.5,2.3,27.0,2009-01-01,2009
Tyreke Evans,SAC,72,37.2,20.1,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,0.9,4.4,5.3,5.8,1.5,0.4,3.0,19.6,2009-01-01,2009
Corey Maggette,GSW,70,29.7,19.8,6.5,12.7,51.6,0.2,0.7,26.0,6.6,7.9,83.5,1.3,4.0,5.3,2.5,0.7,0.1,2.4,18.6,2009-01-01,2009
Rudy Gay,MEM,80,39.7,19.6,7.5,16.1,46.6,0.8,2.5,32.7,3.8,5.0,75.3,1.4,4.5,5.9,1.9,1.5,0.8,2.1,17.7,2009-01-01,2009
Aaron Brooks,HOU,82,35.6,19.6,7.0,16.2,43.2,2.5,6.4,39.8,3.0,3.6,82.2,0.7,2.0,2.6,5.3,0.8,0.2,2.8,15.8,2009-01-01,2009
Chauncey Billups,DEN,73,34.1,19.5,5.5,13.2,41.8,2.2,5.6,38.6,6.4,7.0,91.0,0.3,2.8,3.1,5.6,1.1,0.1,2.4,18.8,2009-01-01,2009
Carlos Boozer,UTA,78,34.3,19.5,7.9,14.1,56.2,0.0,0.0,0.0,3.7,4.9,74.2,2.3,8.9,11.2,3.2,1.1,0.5,2.7,25.2,2009-01-01,2009
David West,NOH,81,36.4,19.0,7.6,15.1,50.5,0.1,0.3,25.9,3.7,4.2,86.5,2.0,5.4,7.5,3.0,0.9,0.7,2.1,20.9,2009-01-01,2009
Brook Lopez,NJN,82,36.9,18.8,6.9,13.8,49.9,0.0,0.0,0.0,5.1,6.2,81.7,3.3,5.4,8.6,2.3,0.7,1.7,2.5,21.6,2009-01-01,2009
Deron Williams,UTA,76,36.9,18.7,6.5,13.9,46.9,1.3,3.4,37.1,4.4,5.5,80.1,0.7,3.3,4.0,10.5,1.3,0.2,3.3,22.9,2009-01-01,2009
Chris Kaman,LAC,76,34.3,18.5,7.8,15.8,49.0,0.0,0.1,0.0,3.0,4.0,74.9,2.4,6.8,9.3,1.6,0.5,1.2,2.9,19.1,2009-01-01,2009
Dwight Howard,ORL,82,34.7,18.3,6.2,10.2,61.2,0.0,0.1,0.0,5.9,10.0,59.2,3.5,9.7,13.2,1.8,0.9,2.8,3.3,25.6,2009-01-01,2009
Paul Pierce,BOS,71,34.0,18.3,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,0.5,3.8,4.4,3.1,1.2,0.4,2.3,17.6,2009-01-01,2009
Gerald Wallace,CHA,76,41.0,18.2,6.0,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,2.0,8.1,10.0,2.1,1.5,1.1,2.3,22.7,2009-01-01,2009
Jamal Crawford,ATL,79,31.1,18.0,6.3,14.0,44.9,2.1,5.4,38.2,3.4,4.0,85.7,0.4,2.1,2.5,3.0,0.8,0.2,1.7,14.5,2009-01-01,2009
Tim Duncan,SAS,78,31.3,17.9,7.2,13.9,51.8,0.0,0.1,18.2,3.5,4.8,72.5,2.8,7.3,10.1,3.2,0.6,1.5,1.8,23.4,2009-01-01,2009
LaMarcus Aldridge,POR,78,37.5,17.9,7.4,15.0,49.5,0.1,0.2,31.3,2.9,3.9,75.7,2.5,5.6,8.0,2.1,0.9,0.6,1.3,19.6,2009-01-01,2009
Al Harrington,NYK,72,30.5,17.7,6.2,14.3,43.5,1.9,5.7,34.2,3.3,4.4,75.7,1.2,4.4,5.6,1.5,0.9,0.4,1.8,15.1,2009-01-01,2009
Luol Deng,CHI,70,37.9,17.6,6.8,14.5,46.6,0.5,1.2,38.6,3.6,4.7,76.4,1.9,5.4,7.3,2.0,0.9,0.9,1.9,18.0,2009-01-01,2009
Stephen Curry,GSW,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3.0,19.0,2009-01-01,2009
O.J. Mayo,MEM,82,38.0,17.5,6.6,14.4,45.8,1.7,4.3,38.3,2.6,3.2,80.9,0.7,3.0,3.8,3.0,1.2,0.2,2.1,15.0,2009-01-01,2009
Andrea Bargnani,TOR,80,35.0,17.2,6.7,14.3,47.0,1.5,4.1,37.2,2.3,2.9,77.4,1.3,4.9,6.2,1.2,0.3,1.4,1.5,16.5,2009-01-01,2009
Al Jefferson,MIN,76,32.4,17.1,7.4,14.8,49.8,0.0,0.1,0.0,2.4,3.5,68.0,2.4,6.9,9.3,1.8,0.8,1.3,1.8,19.9,2009-01-01,2009
Andre Iguodala,PHI,82,38.9,17.1,6.0,13.7,44.3,1.1,3.7,31.0,3.8,5.2,73.3,1.0,5.5,6.5,5.8,1.7,0.7,2.7,20.0,2009-01-01,2009
Carl Landry,SAC,80,30.9,16.8,6.2,11.6,53.6,0.0,0.0,33.3,4.3,5.3,80.6,2.4,3.5,5.9,0.8,0.7,0.8,1.7,16.8,2009-01-01,2009
Rodney Stuckey,DET,73,34.2,16.6,6.2,15.2,40.5,0.2,1.1,22.8,4.1,4.9,83.3,0.9,2.9,3.8,4.8,1.4,0.2,2.2,14.7,2009-01-01,2009
Jason Terry,DAL,77,33.0,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3.0,3.5,86.6,0.2,1.6,1.8,3.8,1.2,0.2,1.4,14.2,2009-01-01,2009
Vince Carter,ORL,75,30.8,16.6,5.8,13.5,42.8,1.6,4.3,36.7,3.4,4.1,84.0,0.4,3.5,3.9,3.1,0.7,0.2,1.4,14.8,2009-01-01,2009
Manu Ginobili,SAS,75,28.7,16.5,5.3,12.0,44.1,1.8,4.7,37.7,4.1,4.7,87.0,0.9,2.9,3.8,4.9,1.4,0.3,2.1,17.5,2009-01-01,2009
Steve Nash,PHX,81,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,0.4,2.9,3.3,11.0,0.5,0.1,3.6,21.6,2009-01-01,2009
Ray Allen,BOS,80,35.2,16.3,5.8,12.2,47.7,1.8,5.0,36.3,2.9,3.2,91.3,0.6,2.6,3.2,2.6,0.8,0.3,1.6,15.0,2009-01-01,2009
Caron Butler,DAL,74,37.6,16.3,6.1,14.2,42.8,0.6,2.0,29.0,3.6,4.3,83.8,1.4,4.8,6.2,2.1,1.6,0.3,2.2,15.6,2009-01-01,2009
Luis Scola,HOU,82,32.6,16.2,6.8,13.3,51.4,0.0,0.1,20.0,2.5,3.3,77.9,2.1,6.5,8.6,2.1,0.8,0.3,2.0,18.8,2009-01-01,2009
Russell Westbrook,OKC,82,34.3,16.1,5.9,14.1,41.8,0.3,1.3,22.1,4.0,5.1,78.0,1.7,3.1,4.9,8.0,1.3,0.4,3.3,18.1,2009-01-01,2009
Jason Richardson,PHX,79,31.5,15.7,6.0,12.6,47.4,2.0,5.1,39.3,1.7,2.3,73.9,1.0,4.1,5.1,1.8,0.8,0.4,1.2,15.4,2009-01-01,2009
Josh Smith,ATL,81,35.4,15.7,6.2,12.3,50.5,0.0,0.1,0.0,3.2,5.2,61.8,2.8,6.0,8.7,4.2,1.6,2.1,2.4,21.8,2009-01-01,2009
Brandon Jennings,MIL,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,13.8,2009-01-01,2009
JR Smith,DEN,75,27.8,15.4,5.7,13.8,41.4,2.1,6.2,33.8,1.9,2.7,70.6,0.4,2.7,3.1,2.4,1.3,0.3,1.9,11.9,2009-01-01,2009
John Salmons,MIL,81,34.9,15.4,5.4,12.2,44.1,1.5,3.8,38.2,3.1,3.8,83.0,0.4,2.9,3.3,2.8,1.2,0.3,1.5,14.0,2009-01-01,2009
Baron Davis,LAC,75,33.6,15.3,5.5,13.5,40.6,1.1,3.9,27.7,3.2,3.9,82.1,0.7,2.9,3.5,8.0,1.7,0.6,2.8,17.5,2009-01-01,2009
Jeff Green,OKC,82,37.1,15.1,5.9,13.0,45.3,1.3,3.8,33.3,2.0,2.7,74.0,1.4,4.6,6.0,1.6,1.3,0.9,1.6,15.4,2009-01-01,2009
